name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
Quatrro Mortgage...,3.1,(87 Reviews),Private,Marietta + 2 more,17 years old,51-200 Employees (India)
Ozonegroup,4.0,(87 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 7 more",20 years old,501-1k Employees (India)
Indian Synthetic...,3.7,(87 Reviews),Private,Noida + 3 more,13 years old,201-500 Employees (India)
MIDLAND CREDIT M...,4.2,(87 Reviews),Private,San Diego,70 years old,1k-5k Employees (India)
Bharti Retail,4.6,(87 Reviews),Private,New Delhi + 33 more,47 years old,201-500 Employees (India)
Same Deutz-fahr,3.8,(87 Reviews),Private,Treviglio + 6 more,96 years old,501-1k Employees (India)
Sicagen,4.1,(87 Reviews),Public,"Chennai,Tamil Nadu + 21 more",19 years old,501-1k Employees (India)
BVC Logistics,4.0,(87 Reviews),Private,Mumbai + 21 more,63 years old,1k-5k Employees (India)
KLES Dr. Prabhak...,4.0,(87 Reviews),Belgaum + 4 more,27 years old,201-500 Employees (India),
Trayee Business ...,3.4,(87 Reviews),Private,"Chennai,Tamil Nadu + 1 more",20 years old,51-200 Employees (India)
Madura Fashion &...,4.2,(87 Reviews),Private,Mumbai + 24 more,35 years old,201-500 Employees (India)
Veena world,4.0,(87 Reviews),Private,"Mumbai,Maharashtra + 7 more",10 years old,11-50 Employees (India)
Amalgamated Plan...,4.1,(87 Reviews),Private,Kolkata + 9 more,150 years old,201-500 Employees (India)
Anabeeb,4.2,(87 Reviews),Dammam + 5 more,40 years old,1k-5k Employees (Global),
KIIT University,4.3,(87 Reviews),Private,"Blaine,Washington + 2 more",31 years old,1k-5k Employees (India)
Lbf Travel,3.7,(87 Reviews),Private,"San Diego,California + 3 more",13 years old,201-500 Employees (India)
thinkbridge,4.3,(87 Reviews),Private,"Austin,Texas + 4 more",9 years old,201-500 Employees (India)
Golden Tulip Hot...,3.9,(87 Reviews),Amersfoort + 22 more,61 years old,501-1k Employees (India),
DCM Engineering,4.3,(87 Reviews),Private,New Delhi + 3 more,33 years old,1k-5k Employees (India)
Gea Process Engi...,4.2,(87 Reviews),"Düsseldorf,Nordrhein-Westfalen + 3 more",142 years old,501-1k Employees (India),
MSN R&D Center,3.7,(87 Reviews),Hyderabad/Secunderabad + 1 more,,,
Purnartha Invest...,3.6,(87 Reviews),Private,"Pune,Maharashtra + 9 more",14 years old,10k-50k Employees (India)
Byju's Future Sc...,3.4,(87 Reviews),Bengaluru/Bangalore + 14 more,10k-50k Employees (India),,
Floating Numbers...,3.2,(87 Reviews),Private,"Kolkata,West Bengal + 1 more",5 years old,51-200 Employees (India)
InsuranceDekho,3.5,(87 Reviews),Gurgaon/Gurugram + 13 more,,,
Shaze Luxury Ret...,2.9,(87 Reviews),Private,"Mumbai,Maharashtra + 11 more",13 years old,51-200 Employees (India)
Enhance Business...,3.0,(87 Reviews),Private,Gurgaon + 2 more,9 years old,51-200 Employees (India)
Astute Corporate...,3.4,(87 Reviews),Private,"Pune,Maharashtra + 14 more",18 years old,1k-5k Employees (Global)
Lbf Travel,3.7,(87 Reviews),Private,"San Diego,California + 3 more",13 years old,201-500 Employees (India)
Rtech Group,3.1,(87 Reviews),Private,"Gurgaon/Gurugram,Haryana + 7 more",16 years old,201-500 Employees (India)
Coldex Logistics,3.4,(87 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",18 years old,51-200 Employees (India)
Gea Process Engi...,4.2,(87 Reviews),"Düsseldorf,Nordrhein-Westfalen + 3 more",142 years old,501-1k Employees (India),
Clean Science An...,3.5,(87 Reviews),Private,Pune + 3 more,17 years old,501-1k Employees (India)
thinkbridge,4.3,(87 Reviews),Private,"Austin,Texas + 4 more",9 years old,201-500 Employees (India)
Durovalves India,3.7,(87 Reviews),"Aurangabad,Maharashtra + 1 more",35 years old,501-1k Employees (India),
Paytm Money,3.9,(87 Reviews),Public,"Noida,Uttar Pradesh + 16 more",6 years old,11-50 Employees (India)
InsuranceDekho,3.5,(87 Reviews),Gurgaon/Gurugram + 13 more,,,
Byju's Future Sc...,3.4,(87 Reviews),Bengaluru/Bangalore + 14 more,10k-50k Employees (India),,
G10X,4.7,(87 Reviews),Private,"Singapore,Telangana + 2 more",5 years old,201-500 Employees (India)
Floating Numbers...,3.2,(87 Reviews),Private,"Kolkata,West Bengal + 1 more",5 years old,51-200 Employees (India)
Delhi Police,4.2,(86 Reviews),Private,New Delhi + 6 more,162 years old,1k-5k Employees (India)
N.K. Realtors,4.3,(86 Reviews),Private,"Kolkata,West Bengal + 3 more",36 years old,51-200 Employees (India)
Sindhu Cargo Ser...,3.4,(86 Reviews),Private,Bengaluru + 9 more,36 years old,501-1k Employees (India)
Modern Insulator...,3.9,(86 Reviews),Public,Sirohi + 5 more,38 years old,501-1k Employees (India)
Icomm Tele,3.6,(86 Reviews),Private,Hyderabad + 10 more,34 years old,1k-5k Employees (India)
Udaan Technologi...,4.0,(86 Reviews),Noida + 25 more,12 years old,11-50 Employees (India),
ABSAS Solutions,3.0,(86 Reviews),Private,Noida + 2 more,14 years old,51-200 Employees (India)
PRERANA MOTORS,4.2,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 12 more",32 years old,501-1k Employees (India)
NRP Projects,4.3,(86 Reviews),Private,Chennai + 13 more,59 years old,51-200 Employees (India)
Data Marshall,3.8,(86 Reviews),Private,"Hyderabad/Secunderabad,Telangana",21 years old,51-200 Employees (India)
Neverskip,3.9,(86 Reviews),Private,Chennai + 16 more,15 years old,51-200 Employees (India)
DNV GL,4.3,(86 Reviews),"Høvik,Oslo + 10 more",159 years old,1k-5k Employees (India),
RAKBANK,3.6,(86 Reviews),Public,"Ras Al Khaimah,Ras Al Khaimah + 4 more",47 years old,1k-5k Employees (Global)
Ginger Webs,2.9,(86 Reviews),Private,"Noida,Uttar Pradesh + 9 more",15 years old,201-500 Employees (India)
HelpAge India,4.1,(86 Reviews),Private,"Delhi/NCR,New Delhi + 33 more",45 years old,501-1k Employees (India)
Valued Epistemic...,3.0,(86 Reviews),Private,"Chennai,Tamil Nadu + 2 more",15 years old,11-50 Employees (India)
Breach Candy Hos...,4.5,(86 Reviews),Mumbai + 3 more,73 years old,201-500 Employees (India),
N.K. Realtors,4.3,(86 Reviews),Private,"Kolkata,West Bengal + 3 more",36 years old,51-200 Employees (India)
Kapston Faciliti...,3.5,(86 Reviews),Public,Hyderabad + 15 more,14 years old,501-1k Employees (India)
Maheshwari Minin...,3.4,(86 Reviews),Private,Kolkata + 17 more,45 years old,501-1k Employees (India)
Total Shipping &...,3.8,(86 Reviews),"Mumbai,Maharashtra + 21 more",25 years old,201-500 Employees (India),
Swami Rama Himal...,3.8,(86 Reviews),Private,"Dehradun,Uttarakhand + 6 more",11 years old,1k-5k Employees (India)
SODECIA,3.7,(86 Reviews),Private,"Porto,Maia + 5 more",43 years old,201-500 Employees (India)
Finolex Pipes,3.9,(86 Reviews),Pune + 19 more,1-10 Employees (India),,
Livedigital Mark...,3.2,(86 Reviews),Private,Noida + 5 more,10 years old,11-50 Employees (Global)
Ready Roti,3.8,(86 Reviews),"New Delhi,Delhi + 8 more",30 years old,201-500 Employees (India),
Futaba Industria...,4.4,(86 Reviews),Becharaji + 3 more,51-200 Employees (India),,
Orient Fashions,4.2,(86 Reviews),Private,New Delhi + 2 more,50 years old,1k-5k Employees (India)
Shakambhari Ispa...,3.8,(86 Reviews),Private,Kolkata + 7 more,22 years old,1k-5k Employees (India)
Transpek-silox I...,4.2,(86 Reviews),Public,"Vadodara/Baroda,Gujarat + 3 more",22 years old,201-500 Employees (India)
Kamlesh Kumar Si...,4.2,(86 Reviews),Private,Panipat + 18 more,34 years old,5k-10k Employees (Global)
Kinetic Taigene ...,3.1,(86 Reviews),Private,Pune + 1 more,22 years old,51-200 Employees (India)
Falcon Force,4.1,(86 Reviews),Private,Tampa + 2 more,18 years old,51-200 Employees (India)
State Street Ban...,3.8,(86 Reviews),Private,Boston + 9 more,231 years old,5k-10k Employees (India)
Legend Polyfoams,4.4,(86 Reviews),Private,New Delhi,23 years old,11-50 Employees (India)
Clean Science An...,3.5,(86 Reviews),Private,Pune + 3 more,17 years old,501-1k Employees (India)
Vestian Global W...,3.4,(86 Reviews),Private,Chicago + 7 more,13 years old,51-200 Employees (India)
94.3 MY FM,3.7,(86 Reviews),Private,Noida + 23 more,17 years old,201-500 Employees (India)
Sri Balaji Actio...,4.0,(86 Reviews),New Delhi,18 years old,201-500 Employees (India),
OrigoFinance,4.3,(86 Reviews),Hyderabad + 22 more,7 years old,51-200 Employees (India),
Jobby Engineers,3.8,(86 Reviews),Private,Mumbai + 10 more,53 years old,51-200 Employees (India)
Dynamic Techno M...,4.0,(86 Reviews),Private,Aluva + 20 more,43 years old,11-50 Employees (India)
Hellmann Worldwi...,4.3,(86 Reviews),Private,"Doral,Niedersachsen + 13 more",152 years old,1k-5k Employees (India)
Metec Design & C...,3.4,(86 Reviews),Chennai + 4 more,21 years old,501-1k Employees (India),
Multitex Filtrat...,3.6,(86 Reviews),New Delhi + 1 more,47 years old,51-200 Employees (India),
Abu Dhabi Oil Re...,4.5,(86 Reviews),Abu Dhabi + 2 more,,,
M K Agro Tech,3.6,(86 Reviews),Srirangapatna + 19 more,28 years old,51-200 Employees (India),
Just In Time,4.6,(86 Reviews),Surat + 10 more,,,
Sky Gourmet Cate...,4.1,(86 Reviews),Private,Mumbai + 7 more,21 years old,1k-5k Employees (India)
Coldex Logistics,3.4,(86 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",18 years old,51-200 Employees (India)
Kisan Mouldings,3.9,(86 Reviews),Public,"Mumbai,Maharashtra + 20 more",41 years old,501-1k Employees (India)
Rasandik Enginee...,3.3,(86 Reviews),Public,"Delhi/NCR,Delhi + 7 more",37 years old,1k-5k Employees (India)
Way2wealth Broke...,3.6,(86 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 16 more",39 years old,501-1k Employees (India)
Wingtech Mobile ...,4.1,(86 Reviews),Tirupati + 1 more,51-200 Employees (India),,
EY-Parthenon,3.6,(86 Reviews),Gurgaon/Gurugram + 9 more,,,
Veoneer India,3.9,(86 Reviews),Private,Stockholm + 2 more,5 years old,501-1k Employees (India)
Delhi Institute ...,4.3,(86 Reviews),Private,New Delhi + 4 more,9 years old,51-200 Employees (India)
TVS Automobiles ...,4.0,(86 Reviews),"Madurai,tamil Nadu + 19 more",12 years old,,
Virtual Oplossin...,4.8,(86 Reviews),Private,9 years old,51-200 Employees (India),
NEC Software Sol...,4.0,(86 Reviews),Mumbai + 3 more,501-1k Employees (India),,
G10X,4.7,(86 Reviews),Private,"Singapore,Telangana + 2 more",5 years old,201-500 Employees (India)
Paytm Money,3.9,(86 Reviews),Public,"Noida,Uttar Pradesh + 16 more",6 years old,11-50 Employees (India)
Network Intellig...,4.0,(86 Reviews),Private,New York + 8 more,22 years old,201-500 Employees (India)
Decision Minds,4.2,(86 Reviews),Private,"Milpitas,California + 3 more",51-200 Employees (India),
Nutanix,3.9,(86 Reviews),Private,"San Jose,California + 2 more",14 years old,201-500 Employees (India)
Merilytics,3.6,(86 Reviews),Private,"Hyderabad/Secunderabad,Telangana",12 years old,201-500 Employees (India)
East African (I)...,3.0,(85 Reviews),Private,Dehradun + 2 more,43 years old,201-500 Employees (India)
Numero Uno Cloth...,3.8,(85 Reviews),Private,Gurugram + 21 more,36 years old,501-1k Employees (India)
Akshara Enterpri...,3.6,(85 Reviews),Hyderabad + 14 more,15 years old,51-200 Employees (India),
Avanti Learning ...,3.7,(85 Reviews),Mumbai + 17 more,11 years old,201-500 Employees (India),
Viraj Projects,3.5,(85 Reviews),Private,Pune + 7 more,22 years old,51-200 Employees (India)
20 Microns,3.9,(85 Reviews),Public,Vadodara + 6 more,36 years old,201-500 Employees (India)
Century Rayon,4.0,(85 Reviews),Private,"Mumbai,Maharashtra + 4 more",71 years old,201-500 Employees (India)
SCON Projects,4.4,(85 Reviews),Private,Pune + 7 more,16 years old,51-200 Employees (India)
Choksi Laborator...,3.6,(85 Reviews),Public,"Indore,Madhya Pradesh + 4 more",41 years old,51-200 Employees (India)
GlobeGround Indi...,4.1,(85 Reviews),Private,Bangalore + 7 more,24 years old,51-200 Employees (India)
Virtual Oplossin...,4.8,(86 Reviews),Private,9 years old,51-200 Employees (India),
TVS Automobiles ...,4.0,(86 Reviews),"Madurai,tamil Nadu + 19 more",12 years old,,
Jaypee Brothers ...,3.1,(85 Reviews),Private,"Delhi/NCR,Delhi + 8 more",54 years old,501-1k Employees (India)
Avanti Learning ...,3.7,(85 Reviews),Mumbai + 17 more,11 years old,201-500 Employees (India),
PSRI Hospital,3.5,(85 Reviews),Private,"Delhi/NCR,Delhi",27 years old,501-1k Employees (Global)
Avon Beauty Prod...,3.9,(85 Reviews),Private,Northampton + 15 more,137 years old,501-1k Employees (India)
Techolution,3.9,(85 Reviews),Private,"New York,New York",8 years old,201-500 Employees (India)
Ocean Sparkle,4.4,(85 Reviews),Hyderabad + 16 more,28 years old,1k-5k Employees (India),
CAMP Systems,4.1,(85 Reviews),Private,Merrimack + 4 more,55 years old,201-500 Employees (India)
Hindustan Colas,3.5,(85 Reviews),Private,"Mumbai,Maharashtra + 13 more",27 years old,201-500 Employees (India)
PSG Hospitals,4.2,(85 Reviews),Tamil Nadu + 2 more,97 years old,11-50 Employees (India),
Ashland,4.3,(85 Reviews),Private,Wilimington + 7 more,99 years old,501-1k Employees (India)
Systech Solution...,3.9,(85 Reviews),Private,"Glendale,California + 6 more",30 years old,51-200 Employees (India)
Indo Schottle Au...,3.4,(85 Reviews),Pune + 2 more,37 years old,501-1k Employees (India),
East African (I)...,3.0,(85 Reviews),Private,Dehradun + 2 more,43 years old,201-500 Employees (India)
Numero Uno Cloth...,3.8,(85 Reviews),Private,Gurugram + 21 more,36 years old,501-1k Employees (India)
Aditya Birla Che...,3.7,(85 Reviews),Public,Mumbai + 14 more,39 years old,201-500 Employees (India)
Corecard Softwar...,4.1,(85 Reviews),Private,"Norcross,GA + 3 more",501-1k Employees (India),
Finolex Plasson ...,4.2,(85 Reviews),Private,Pune + 34 more,31 years old,501-1k Employees (India)
Kerakoll,4.2,(85 Reviews),Private,Sassuolo + 22 more,55 years old,51-200 Employees (India)
Mawana Sugars,4.4,(85 Reviews),Public,"Gurgaon/Gurugram,Haryana + 5 more",62 years old,1k-5k Employees (India)
Nelson Global Pr...,3.7,(85 Reviews),Private,Stoughton + 11 more,84 years old,51-200 Employees (India)
Century Rayon,4.0,(85 Reviews),Private,"Mumbai,Maharashtra + 4 more",71 years old,201-500 Employees (India)
SCON Projects,4.4,(85 Reviews),Private,Pune + 7 more,16 years old,51-200 Employees (India)
GlobeGround Indi...,4.1,(85 Reviews),Private,Bangalore + 7 more,24 years old,51-200 Employees (India)
Abhijeet Group,3.7,(85 Reviews),Private,Nagpur + 20 more,35 years old,5k-10k Employees (India)
KHD Humboldt Wed...,4.3,(85 Reviews),Private,"Delhi/NCR,Delhi + 1 more",47 years old,51-200 Employees (India)
Veritaz Healthca...,4.0,(85 Reviews),Private,Hyderabad + 23 more,18 years old,201-500 Employees (India)
Acma Computers,3.6,(85 Reviews),Private,Mumbai + 9 more,31 years old,51-200 Employees (India)
Greytrix,4.0,(85 Reviews),Private,"Mumbai,Maharashtra",23 years old,51-200 Employees (India)
Indo Schottle Au...,3.4,(85 Reviews),Pune + 2 more,37 years old,501-1k Employees (India),
Marc Laboratorie...,3.4,(85 Reviews),Public,"Lucknow,Uttar Pradesh + 16 more",37 years old,1k-5k Employees (India)
PSG Hospitals,4.2,(85 Reviews),Tamil Nadu + 2 more,97 years old,11-50 Employees (India),
Indo-Tibetan Bor...,4.5,(85 Reviews),Private,New Delhi + 19 more,61 years old,
Panchshil Realty,4.4,(85 Reviews),Private,"Pune,Maharashtra + 1 more",21 years old,201-500 Employees (India)
Sterling Softwar...,3.9,(85 Reviews),Private,"Chennai,Tamil Nadu + 1 more",27 years old,201-500 Employees (India)
Veritaz Healthca...,4.0,(85 Reviews),Private,Hyderabad + 23 more,18 years old,201-500 Employees (India)
Ronch Polymers,3.4,(85 Reviews),Mumbai + 4 more,28 years old,51-200 Employees (India),
Baggit,3.4,(85 Reviews),Private,"Mumbai,Maharashtra + 17 more",34 years old,201-500 Employees (India)
Grb Dairy Foods,3.9,(85 Reviews),Bengaluru + 12 more,39 years old,201-500 Employees (India),
QUTONE CERAMIC,3.7,(85 Reviews),Private,"Ahmedabad,Gujarat + 18 more",15 years old,51-200 Employees (India)
PKF Sridhar & Sa...,3.5,(85 Reviews),Chennai + 5 more,45 years old,51-200 Employees (India),
R M Chemicals,4.4,(85 Reviews),Private,"Chandigarh,Chandigarh + 3 more",28 years old,201-500 Employees (India)
Government Polyt...,4.4,(85 Reviews),Private,Udhagamandalam + 43 more,41 years old,51-200 Employees (India)
Bgs Global Hospi...,4.0,(85 Reviews),Private,Bengaluru,24 years old,201-500 Employees (India)
Auma,4.1,(85 Reviews),Private,Muellheim + 6 more,59 years old,201-500 Employees (India)
ABB GISL,4.2,(85 Reviews),Bengaluru/Bangalore + 6 more,1k-5k Employees (India),,
Jse Engineering,3.7,(85 Reviews),Private,Chennai + 6 more,18 years old,11-50 Employees (India)
Glatt Systems,3.6,(85 Reviews),Private,Baden-Württemberg,69 years old,51-200 Employees (India)
Home-revise Educ...,3.3,(85 Reviews),Private,"Thane,Maharashtra + 13 more",21 years old,201-500 Employees (India)
IQ City Medical ...,3.8,(85 Reviews),Private,Durgapur,11 years old,11-50 Employees (India)
Gleeds Hoolooman...,3.8,(85 Reviews),Private,London + 11 more,19 years old,201-500 Employees (India)
Diversey,4.2,(85 Reviews),"Fort Mill,South Carolina + 20 more",100 years old,51-200 Employees (India),
Rotodyne Industr...,3.3,(85 Reviews),Private,"Hyderabad/Secunderabad,Telangana + 3 more",27 years old,201-500 Employees (India)
AccSource KPO,4.1,(85 Reviews),Private,Sydney,15 years old,51-200 Employees (India)
Segula Technolog...,3.4,(85 Reviews),Private,Nanterre + 2 more,17 years old,201-500 Employees (India)
Sigachi Industri...,3.6,(85 Reviews),Hyderabad + 5 more,34 years old,51-200 Employees (India),
Dr. Amin Control...,3.8,(85 Reviews),Mumbai + 15 more,48 years old,51-200 Employees (India),
Emmennar Pharma,4.2,(85 Reviews),Hyderabad + 8 more,18 years old,51-200 Employees (India),
Chili's Grill & ...,4.4,(85 Reviews),Dallas + 12 more,48 years old,11-50 Employees (India),
PS Group,4.1,(85 Reviews),Private,"Kolkata,West Bengal + 5 more",38 years old,201-500 Employees (India)
Nifco India,3.7,(85 Reviews),Hikarinooka + 4 more,13 years old,51-200 Employees (India),
Rajagiri Hospita...,4.5,(85 Reviews),Kochi + 2 more,9 years old,201-500 Employees (India),
Diversey,4.2,(85 Reviews),"Fort Mill,South Carolina + 20 more",100 years old,51-200 Employees (India),
Indo Schottle Au...,3.4,(85 Reviews),Pune + 2 more,37 years old,501-1k Employees (India),
IND-SPHINX PRECI...,3.6,(85 Reviews),Parwanoo,36 years old,51-200 Employees (India),
P N Gadgil Jewel...,4.4,(85 Reviews),Private,Pune + 17 more,191 years old,1k-5k Employees (India)
Avon Beauty Prod...,3.9,(85 Reviews),Private,Northampton + 15 more,137 years old,501-1k Employees (India)
ABB GISL,4.2,(85 Reviews),Bengaluru/Bangalore + 6 more,1k-5k Employees (India),,
AccSource KPO,4.1,(85 Reviews),Private,Sydney,15 years old,51-200 Employees (India)
Ronch Polymers,3.4,(85 Reviews),Mumbai + 4 more,28 years old,51-200 Employees (India),
Sterling Softwar...,3.9,(85 Reviews),Private,"Chennai,Tamil Nadu + 1 more",27 years old,201-500 Employees (India)
KDDL,4.0,(85 Reviews),Public,"Chandigarh,Chandigarh + 5 more",42 years old,501-1k Employees (India)
Actalent Enginee...,3.7,(85 Reviews),Bengaluru/Bangalore + 3 more,501-1k Employees (India),,
